,HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.url,Answer.topic,Approve,Reject
34,3UAU495MIIS8P3BFML8TCDAYC1JUOE,3POY5Z28G54OUWWVXVR7KIJZO3YSY0,"Conversational Search User Study (1$ per Topic, Manually Checked)",Search about a given topic and its subtopics.,"search task, session search",$1.00,Wed Feb 19 06:03:45 PST 2020,13,BatchId:3926170;OriginalHitTemplateId:928390855;,3600,1728000,Wed Feb 26 06:03:45 PST 2020,,,3KGTPGBS6XLX5GK3PPFXUJ3LJF8U2K,AA9SBG7LNCG8Q,Submitted,Tue Feb 25 15:46:55 PST 2020,Tue Feb 25 16:08:23 PST 2020,Mon Mar 16 17:08:23 PDT 2020,,,,1288,0% (0/0),0% (0/0),0% (0/0),http://ec2-3-9-177-44.eu-west-2.compute.amazonaws.com/mturk,Economic inequality,X,
35,3UAU495MIIS8P3BFML8TCDAYC1JUOE,3POY5Z28G54OUWWVXVR7KIJZO3YSY0,"Conversational Search User Study (1$ per Topic, Manually Checked)",Search about a given topic and its subtopics.,"search task, session search",$1.00,Wed Feb 19 06:03:45 PST 2020,13,BatchId:3926170;OriginalHitTemplateId:928390855;,3600,1728000,Wed Feb 26 06:03:45 PST 2020,,,3LO69W1SU3DK1K5GFQ8L5013E53LGD,AA5ZDXAA2DLY1,Approved,Wed Feb 19 07:31:43 PST 2020,Wed Feb 19 08:07:06 PST 2020,Tue Mar 10 09:07:06 PDT 2020,Tue Feb 25 14:00:23 PST 2020,,,2123,100% (1/1),100% (1/1),100% (1/1),http://ec2-3-9-177-44.eu-west-2.compute.amazonaws.com/mturk,Geology,X,
36,3UAU495MIIS8P3BFML8TCDAYC1JUOE,3POY5Z28G54OUWWVXVR7KIJZO3YSY0,"Conversational Search User Study (1$ per Topic, Manually Checked)",Search about a given topic and its subtopics.,"search task, session search",$1.00,Wed Feb 19 06:03:45 PST 2020,13,BatchId:3926170;OriginalHitTemplateId:928390855;,3600,1728000,Wed Feb 26 06:03:45 PST 2020,,,3OHYZ19UGC5RXEVA6IW31VUUDG8AOO,A20MUNY2OLDCLC,Submitted,Tue Feb 25 15:01:43 PST 2020,Tue Feb 25 15:08:05 PST 2020,Mon Mar 16 16:08:05 PDT 2020,,,,382,0% (0/0),0% (0/0),0% (0/0),http://ec2-3-9-177-44.eu-west-2.compute.amazonaws.com/mturk,Oxygen,X,
37,3UAU495MIIS8P3BFML8TCDAYC1JUOE,3POY5Z28G54OUWWVXVR7KIJZO3YSY0,"Conversational Search User Study (1$ per Topic, Manually Checked)",Search about a given topic and its subtopics.,"search task, session search",$1.00,Wed Feb 19 06:03:45 PST 2020,13,BatchId:3926170;OriginalHitTemplateId:928390855;,3600,1728000,Wed Feb 26 06:03:45 PST 2020,,,3UXUOQ9OKEXKC83BPWF1Q98ZLPN7AE,AWJUGWPCUGKEG,Rejected,Wed Feb 19 06:14:19 PST 2020,Wed Feb 19 06:17:52 PST 2020,Tue Mar 10 07:17:52 PDT 2020,,Tue Feb 25 14:00:26 PST 2020,X,213,0% (0/4),0% (0/4),0% (0/4),http://ec2-3-9-177-44.eu-west-2.compute.amazonaws.com/mturk,Immune System,,X
38,3UAU495MIIS8P3BFML8TCDAYC1JUOE,3POY5Z28G54OUWWVXVR7KIJZO3YSY0,"Conversational Search User Study (1$ per Topic, Manually Checked)",Search about a given topic and its subtopics.,"search task, session search",$1.00,Wed Feb 19 06:03:45 PST 2020,13,BatchId:3926170;OriginalHitTemplateId:928390855;,3600,1728000,Wed Feb 26 06:03:45 PST 2020,,,3Z9WI9EOZZONHAI9EWE2B00P679KHC,AOJKSAY7L9HX0,Submitted,Tue Feb 25 18:04:18 PST 2020,Tue Feb 25 18:29:14 PST 2020,Mon Mar 16 19:29:14 PDT 2020,,,,1496,0% (0/0),0% (0/0),0% (0/0),http://ec2-3-9-177-44.eu-west-2.compute.amazonaws.com/mturk,Black Death,,X
39,3VMHWJRYHVG60USHSN0Q9Q0OEI9XFN,3POY5Z28G54OUWWVXVR7KIJZO3YSY0,"Conversational Search User Study (1$ per Topic, Manually Checked)",Search about a given topic and its subtopics.,"search task, session search",$1.00,Wed Feb 19 06:03:45 PST 2020,13,BatchId:3926170;OriginalHitTemplateId:928390855;,3600,1728000,Wed Feb 26 06:03:45 PST 2020,,,34HJIJKLP5W7L9OQYT8QJK22FXX4VR,A3PIUNG7VXQWTR,Approved,Wed Feb 19 06:11:13 PST 2020,Wed Feb 19 06:20:29 PST 2020,Tue Mar 10 07:20:29 PDT 2020,Tue Feb 25 14:00:27 PST 2020,,,556,100% (1/1),100% (1/1),100% (1/1),http://ec2-3-9-177-44.eu-west-2.compute.amazonaws.com/mturk,Immune System,X,
40,3VMHWJRYHVG60USHSN0Q9Q0OEI9XFN,3POY5Z28G54OUWWVXVR7KIJZO3YSY0,"Conversational Search User Study (1$ per Topic, Manually Checked)",Search about a given topic and its subtopics.,"search task, session search",$1.00,Wed Feb 19 06:03:45 PST 2020,13,BatchId:3926170;OriginalHitTemplateId:928390855;,3600,1728000,Wed Feb 26 06:03:45 PST 2020,,,35DR22AR5DKE72AHYU4PX07HJ8AX35,A1PHDT66U6IK4Q,Submitted,Tue Feb 25 14:00:35 PST 2020,Tue Feb 25 14:10:12 PST 2020,Mon Mar 16 15:10:12 PDT 2020,,,,577,0% (0/0),0% (0/0),0% (0/0),http://ec2-3-9-177-44.eu-west-2.compute.amazonaws.com/mturk,Amazon Rainforest,X,
41,3VMHWJRYHVG60USHSN0Q9Q0OEI9XFN,3POY5Z28G54OUWWVXVR7KIJZO3YSY0,"Conversational Search User Study (1$ per Topic, Manually Checked)",Search about a given topic and its subtopics.,"search task, session search",$1.00,Wed Feb 19 06:03:45 PST 2020,13,BatchId:3926170;OriginalHitTemplateId:928390855;,3600,1728000,Wed Feb 26 06:03:45 PST 2020,,,3AUQQEL7U5TQML6PFSLO7HCPYMTV0G,A2IMMQ5AS3ZK78,Approved,Wed Feb 19 06:45:39 PST 2020,Wed Feb 19 06:57:11 PST 2020,Tue Mar 10 07:57:11 PDT 2020,Tue Feb 25 14:00:27 PST 2020,,,692,100% (1/1),100% (1/1),100% (1/1),http://ec2-3-9-177-44.eu-west-2.compute.amazonaws.com/mturk,Black Death,X,
42,3VMHWJRYHVG60USHSN0Q9Q0OEI9XFN,3POY5Z28G54OUWWVXVR7KIJZO3YSY0,"Conversational Search User Study (1$ per Topic, Manually Checked)",Search about a given topic and its subtopics.,"search task, session search",$1.00,Wed Feb 19 06:03:45 PST 2020,13,BatchId:3926170;OriginalHitTemplateId:928390855;,3600,1728000,Wed Feb 26 06:03:45 PST 2020,,,3CPLWGV3MOZVAALTDXIQQBJ5HOKN96,A2M55RDN9UDPXJ,Submitted,Tue Feb 25 15:00:00 PST 2020,Tue Feb 25 15:07:25 PST 2020,Mon Mar 16 16:07:25 PDT 2020,,,,445,0% (0/0),0% (0/0),0% (0/0),http://ec2-3-9-177-44.eu-west-2.compute.amazonaws.com/mturk,oxygen,X,
43,3VMHWJRYHVG60USHSN0Q9Q0OEI9XFN,3POY5Z28G54OUWWVXVR7KIJZO3YSY0,"Conversational Search User Study (1$ per Topic, Manually Checked)",Search about a given topic and its subtopics.,"search task, session search",$1.00,Wed Feb 19 06:03:45 PST 2020,13,BatchId:3926170;OriginalHitTemplateId:928390855;,3600,1728000,Wed Feb 26 06:03:45 PST 2020,,,3CTOC39K37QVD16FJ2SEJ8BIBCDJ72,A3HZFB2JLF3JMY,Rejected,Wed Feb 19 06:03:52 PST 2020,Wed Feb 19 06:17:30 PST 2020,Tue Mar 10 07:17:30 PDT 2020,,Tue Feb 25 14:00:26 PST 2020,X,818,0% (0/1),0% (0/1),0% (0/1),http://ec2-3-9-177-44.eu-west-2.compute.amazonaws.com/mturk,Black Death,,X
44,3VMHWJRYHVG60USHSN0Q9Q0OEI9XFN,3POY5Z28G54OUWWVXVR7KIJZO3YSY0,"Conversational Search User Study (1$ per Topic, Manually Checked)",Search about a given topic and its subtopics.,"search task, session search",$1.00,Wed Feb 19 06:03:45 PST 2020,13,BatchId:3926170;OriginalHitTemplateId:928390855;,3600,1728000,Wed Feb 26 06:03:45 PST 2020,,,3DQQ64TANGL6PRAEMN5A8KWBD3PPW9,A24LB89P1BPKKF,Approved,Wed Feb 19 07:22:31 PST 2020,Wed Feb 19 08:20:51 PST 2020,Tue Mar 10 09:20:51 PDT 2020,Tue Feb 25 14:00:27 PST 2020,,,3500,100% (1/1),100% (1/1),100% (1/1),http://ec2-3-9-177-44.eu-west-2.compute.amazonaws.com/mturk,Immune system,X,
45,3VMHWJRYHVG60USHSN0Q9Q0OEI9XFN,3POY5Z28G54OUWWVXVR7KIJZO3YSY0,"Conversational Search User Study (1$ per Topic, Manually Checked)",Search about a given topic and its subtopics.,"search task, session search",$1.00,Wed Feb 19 06:03:45 PST 2020,13,BatchId:3926170;OriginalHitTemplateId:928390855;,3600,1728000,Wed Feb 26 06:03:45 PST 2020,,,3DUZQ9U6SMOQNUQ1OU48HNI8TDXVSM,A1GKD3NG1NNHRP,Approved,Wed Feb 19 06:03:58 PST 2020,Wed Feb 19 06:27:08 PST 2020,Tue Mar 10 07:27:08 PDT 2020,Tue Feb 25 14:00:27 PST 2020,,,1390,100% (1/1),100% (1/1),100% (1/1),http://ec2-3-9-177-44.eu-west-2.compute.amazonaws.com/mturk,Amazon Rainforest,X,
46,3VMHWJRYHVG60USHSN0Q9Q0OEI9XFN,3POY5Z28G54OUWWVXVR7KIJZO3YSY0,"Conversational Search User Study (1$ per Topic, Manually Checked)",Search about a given topic and its subtopics.,"search task, session search",$1.00,Wed Feb 19 06:03:45 PST 2020,13,BatchId:3926170;OriginalHitTemplateId:928390855;,3600,1728000,Wed Feb 26 06:03:45 PST 2020,,,3E337GFOL98APK81R3O0IS5SL33GNI,AA6RYE4V0IBKM,Submitted,Tue Feb 25 18:05:49 PST 2020,Tue Feb 25 18:19:52 PST 2020,Mon Mar 16 19:19:52 PDT 2020,,,,843,0% (0/0),0% (0/0),0% (0/0),http://ec2-3-9-177-44.eu-west-2.compute.amazonaws.com/mturk,Intergovernmental Panel on Climate Change,X,
47,3VMHWJRYHVG60USHSN0Q9Q0OEI9XFN,3POY5Z28G54OUWWVXVR7KIJZO3YSY0,"Conversational Search User Study (1$ per Topic, Manually Checked)",Search about a given topic and its subtopics.,"search task, session search",$1.00,Wed Feb 19 06:03:45 PST 2020,13,BatchId:3926170;OriginalHitTemplateId:928390855;,3600,1728000,Wed Feb 26 06:03:45 PST 2020,,,3OLQQLKKNSPGMGLP6A6KPI3ZXZHEJJ,A2S64AUN7JI7ZS,Rejected,Wed Feb 19 06:03:58 PST 2020,Wed Feb 19 06:13:33 PST 2020,Tue Mar 10 07:13:33 PDT 2020,,Tue Feb 25 14:00:27 PST 2020,X,575,0% (0/2),0% (0/2),0% (0/2),http://ec2-3-9-177-44.eu-west-2.compute.amazonaws.com/mturk,"Normans Imagine you need to write an essay about the Normans, and you are planning to have sections about their origins, culture, rulers, and conquests and military campaigns. How would you search to find more information?",,X
48,3VMHWJRYHVG60USHSN0Q9Q0OEI9XFN,3POY5Z28G54OUWWVXVR7KIJZO3YSY0,"Conversational Search User Study (1$ per Topic, Manually Checked)",Search about a given topic and its subtopics.,"search task, session search",$1.00,Wed Feb 19 06:03:45 PST 2020,13,BatchId:3926170;OriginalHitTemplateId:928390855;,3600,1728000,Wed Feb 26 06:03:45 PST 2020,,,3TXWC2NHNZQSQNDYLTZCP5TB2MJS9A,A1PTH9KTRO06EG,Approved,Wed Feb 19 06:28:38 PST 2020,Wed Feb 19 06:58:38 PST 2020,Tue Mar 10 07:58:38 PDT 2020,Tue Feb 25 14:00:27 PST 2020,,,1800,100% (10/10),100% (10/10),100% (10/10),http://ec2-3-9-177-44.eu-west-2.compute.amazonaws.com/mturk,Geology,X,
49,3VMHWJRYHVG60USHSN0Q9Q0OEI9XFN,3POY5Z28G54OUWWVXVR7KIJZO3YSY0,"Conversational Search User Study (1$ per Topic, Manually Checked)",Search about a given topic and its subtopics.,"search task, session search",$1.00,Wed Feb 19 06:03:45 PST 2020,13,BatchId:3926170;OriginalHitTemplateId:928390855;,3600,1728000,Wed Feb 26 06:03:45 PST 2020,,,3VFJCI1K4ZZV4I0TKA5HRCA2KWQGRU,AWJUGWPCUGKEG,Rejected,Wed Feb 19 06:04:11 PST 2020,Wed Feb 19 06:06:50 PST 2020,Tue Mar 10 07:06:50 PDT 2020,,Tue Feb 25 14:00:27 PST 2020,X,159,0% (0/4),0% (0/4),0% (0/4),http://ec2-3-9-177-44.eu-west-2.compute.amazonaws.com/mturk,normans,,X
50,3VMHWJRYHVG60USHSN0Q9Q0OEI9XFN,3POY5Z28G54OUWWVXVR7KIJZO3YSY0,"Conversational Search User Study (1$ per Topic, Manually Checked)",Search about a given topic and its subtopics.,"search task, session search",$1.00,Wed Feb 19 06:03:45 PST 2020,13,BatchId:3926170;OriginalHitTemplateId:928390855;,3600,1728000,Wed Feb 26 06:03:45 PST 2020,,,3X73LLYYQ1EOPG3CB96I3SHTY02HNW,A3C2X1L5PVNNLV,Approved,Wed Feb 19 07:20:57 PST 2020,Wed Feb 19 08:05:23 PST 2020,Tue Mar 10 09:05:23 PDT 2020,Tue Feb 25 14:00:28 PST 2020,,,2666,100% (1/1),100% (1/1),100% (1/1),http://ec2-3-9-177-44.eu-west-2.compute.amazonaws.com/mturk,Black Death,X,
51,3VMHWJRYHVG60USHSN0Q9Q0OEI9XFN,3POY5Z28G54OUWWVXVR7KIJZO3YSY0,"Conversational Search User Study (1$ per Topic, Manually Checked)",Search about a given topic and its subtopics.,"search task, session search",$1.00,Wed Feb 19 06:03:45 PST 2020,13,BatchId:3926170;OriginalHitTemplateId:928390855;,3600,1728000,Wed Feb 26 06:03:45 PST 2020,,,3ZWFC4W1UU7PQI4Y9QZZ9RAQJHQRF6,A8C3WNWRBWUXO,Approved,Wed Feb 19 06:03:55 PST 2020,Wed Feb 19 06:30:51 PST 2020,Tue Mar 10 07:30:51 PDT 2020,Tue Feb 25 14:00:28 PST 2020,,,1616,100% (1/1),100% (1/1),100% (1/1),http://ec2-3-9-177-44.eu-west-2.compute.amazonaws.com/mturk,"Imagine you need to write an essay about private schools, and you are planning to have sections about their cost, quality, and different types; scholarships and funding; enrollment and classes; and differences between private and public schools. How would you search to find more information about this topic?",,X
52,371Q3BEXDH949UXIZPOADAZEB81ZS5,3POY5Z28G54OUWWVXVR7KIJZO3YSY0,"Conversational Search User Study (1$ per Topic, Manually Checked)",Search about a given topic and its subtopics.,"search task, session search",$1.00,Wed Feb 19 06:03:45 PST 2020,14,BatchId:3926170;OriginalHitTemplateId:928390855;,3600,1728000,Wed Feb 26 06:03:45 PST 2020,,,3300DTYQT2HX83P210QTMJFLBU9EQA,A1TR615HGENX1M,Approved,Wed Feb 19 06:04:00 PST 2020,Wed Feb 19 06:17:25 PST 2020,Tue Mar 10 07:17:25 PDT 2020,Tue Feb 25 14:00:28 PST 2020,,,805,100% (1/1),100% (1/1),100% (1/1),http://ec2-3-9-177-44.eu-west-2.compute.amazonaws.com/mturk,Private Schools,X,
53,371Q3BEXDH949UXIZPOADAZEB81ZS5,3POY5Z28G54OUWWVXVR7KIJZO3YSY0,"Conversational Search User Study (1$ per Topic, Manually Checked)",Search about a given topic and its subtopics.,"search task, session search",$1.00,Wed Feb 19 06:03:45 PST 2020,14,BatchId:3926170;OriginalHitTemplateId:928390855;,3600,1728000,Wed Feb 26 06:03:45 PST 2020,,,333U7HK6I9FBUA7PAFV0J0LEXPAJDT,A3CASN6JG7104,Rejected,Wed Feb 19 08:19:39 PST 2020,Wed Feb 19 09:15:10 PST 2020,Tue Mar 10 10:15:10 PDT 2020,,Tue Feb 25 14:00:28 PST 2020,X,3331,0% (0/1),0% (0/1),0% (0/1),http://ec2-3-9-177-44.eu-west-2.compute.amazonaws.com/mturk,Economic Inequality,,X
54,371Q3BEXDH949UXIZPOADAZEB81ZS5,3POY5Z28G54OUWWVXVR7KIJZO3YSY0,"Conversational Search User Study (1$ per Topic, Manually Checked)",Search about a given topic and its subtopics.,"search task, session search",$1.00,Wed Feb 19 06:03:45 PST 2020,14,BatchId:3926170;OriginalHitTemplateId:928390855;,3600,1728000,Wed Feb 26 06:03:45 PST 2020,,,34J10VATJFY9O8ROXJGK7YDD3NHQIW,A3TT7QV49VCZJ9,Approved,Wed Feb 19 06:37:01 PST 2020,Wed Feb 19 07:23:18 PST 2020,Tue Mar 10 08:23:18 PDT 2020,Tue Feb 25 14:00:28 PST 2020,,,2777,100% (1/1),100% (1/1),100% (1/1),http://ec2-3-9-177-44.eu-west-2.compute.amazonaws.com/mturk,European Union Law,X,
55,371Q3BEXDH949UXIZPOADAZEB81ZS5,3POY5Z28G54OUWWVXVR7KIJZO3YSY0,"Conversational Search User Study (1$ per Topic, Manually Checked)",Search about a given topic and its subtopics.,"search task, session search",$1.00,Wed Feb 19 06:03:45 PST 2020,14,BatchId:3926170;OriginalHitTemplateId:928390855;,3600,1728000,Wed Feb 26 06:03:45 PST 2020,,,39DD6S19JPB6MVQTOW96DCRPIYZEZD,A3RQR6LM6CHOMQ,Submitted,Tue Feb 25 15:03:55 PST 2020,Tue Feb 25 15:58:15 PST 2020,Mon Mar 16 16:58:15 PDT 2020,,,,3260,100% (1/1),100% (1/1),100% (1/1),http://ec2-3-9-177-44.eu-west-2.compute.amazonaws.com/mturk,Private Schools,X,
56,371Q3BEXDH949UXIZPOADAZEB81ZS5,3POY5Z28G54OUWWVXVR7KIJZO3YSY0,"Conversational Search User Study (1$ per Topic, Manually Checked)",Search about a given topic and its subtopics.,"search task, session search",$1.00,Wed Feb 19 06:03:45 PST 2020,14,BatchId:3926170;OriginalHitTemplateId:928390855;,3600,1728000,Wed Feb 26 06:03:45 PST 2020,,,3A0EX8ZRN8O8A244IJ5XYXC276DBYA,A1PTH9KTRO06EG,Approved,Wed Feb 19 06:03:59 PST 2020,Wed Feb 19 06:09:39 PST 2020,Tue Mar 10 07:09:39 PDT 2020,Tue Feb 25 14:00:28 PST 2020,,,340,100% (10/10),100% (10/10),100% (10/10),http://ec2-3-9-177-44.eu-west-2.compute.amazonaws.com/mturk,Private Schools,X,
57,371Q3BEXDH949UXIZPOADAZEB81ZS5,3POY5Z28G54OUWWVXVR7KIJZO3YSY0,"Conversational Search User Study (1$ per Topic, Manually Checked)",Search about a given topic and its subtopics.,"search task, session search",$1.00,Wed Feb 19 06:03:45 PST 2020,14,BatchId:3926170;OriginalHitTemplateId:928390855;,3600,1728000,Wed Feb 26 06:03:45 PST 2020,,,3CN4LGXD5XOOP3JV34VAQJ6WXEX4YY,A2S5GPVIUV8RJI,Rejected,Wed Feb 19 06:05:12 PST 2020,Wed Feb 19 06:22:23 PST 2020,Tue Mar 10 07:22:23 PDT 2020,,Tue Feb 25 14:00:28 PST 2020,X,1031,0% (0/1),0% (0/1),0% (0/1),http://ec2-3-9-177-44.eu-west-2.compute.amazonaws.com/mturk,The Normans,,X
58,371Q3BEXDH949UXIZPOADAZEB81ZS5,3POY5Z28G54OUWWVXVR7KIJZO3YSY0,"Conversational Search User Study (1$ per Topic, Manually Checked)",Search about a given topic and its subtopics.,"search task, session search",$1.00,Wed Feb 19 06:03:45 PST 2020,14,BatchId:3926170;OriginalHitTemplateId:928390855;,3600,1728000,Wed Feb 26 06:03:45 PST 2020,,,3LEP4MGT3G05CR9DMNIJLC21RM3BD8,AZZA3J049G7R5,Submitted,Tue Feb 25 17:40:35 PST 2020,Tue Feb 25 17:54:47 PST 2020,Mon Mar 16 18:54:47 PDT 2020,,,,852,0% (0/0),0% (0/0),0% (0/0),http://ec2-3-9-177-44.eu-west-2.compute.amazonaws.com/mturk,Intergovernmental Panel on Climate Change,X,
59,371Q3BEXDH949UXIZPOADAZEB81ZS5,3POY5Z28G54OUWWVXVR7KIJZO3YSY0,"Conversational Search User Study (1$ per Topic, Manually Checked)",Search about a given topic and its subtopics.,"search task, session search",$1.00,Wed Feb 19 06:03:45 PST 2020,14,BatchId:3926170;OriginalHitTemplateId:928390855;,3600,1728000,Wed Feb 26 06:03:45 PST 2020,,,3MRNMEIQW56HP0VPD07DZFY61D7DLF,A2FBP73AQACKZ2,Rejected,Wed Feb 19 07:02:04 PST 2020,Wed Feb 19 07:53:10 PST 2020,Tue Mar 10 08:53:10 PDT 2020,,Tue Feb 25 14:00:28 PST 2020,X,3066,0% (0/1),0% (0/1),0% (0/1),http://ec2-3-9-177-44.eu-west-2.compute.amazonaws.com/mturk,Immune System,,X
60,371Q3BEXDH949UXIZPOADAZEB81ZS5,3POY5Z28G54OUWWVXVR7KIJZO3YSY0,"Conversational Search User Study (1$ per Topic, Manually Checked)",Search about a given topic and its subtopics.,"search task, session search",$1.00,Wed Feb 19 06:03:45 PST 2020,14,BatchId:3926170;OriginalHitTemplateId:928390855;,3600,1728000,Wed Feb 26 06:03:45 PST 2020,,,3P4RDNWND56S2LNB2TWBAX1RPSOJIX,A3141EW4WZT4Q0,Approved,Wed Feb 19 06:09:52 PST 2020,Wed Feb 19 06:17:38 PST 2020,Tue Mar 10 07:17:38 PDT 2020,Tue Feb 25 14:00:29 PST 2020,,,466,100% (1/1),100% (1/1),100% (1/1),http://ec2-3-9-177-44.eu-west-2.compute.amazonaws.com/mturk,Private Schools,X,
61,371Q3BEXDH949UXIZPOADAZEB81ZS5,3POY5Z28G54OUWWVXVR7KIJZO3YSY0,"Conversational Search User Study (1$ per Topic, Manually Checked)",Search about a given topic and its subtopics.,"search task, session search",$1.00,Wed Feb 19 06:03:45 PST 2020,14,BatchId:3926170;OriginalHitTemplateId:928390855;,3600,1728000,Wed Feb 26 06:03:45 PST 2020,,,3RGU30DZTA8EY4D2N8U32Q88618JMD,A2QS8G463BJAUU,Approved,Wed Feb 19 06:07:16 PST 2020,Wed Feb 19 07:04:52 PST 2020,Tue Mar 10 08:04:52 PDT 2020,Tue Feb 25 14:00:29 PST 2020,,,3456,100% (1/1),100% (1/1),100% (1/1),http://ec2-3-9-177-44.eu-west-2.compute.amazonaws.com/mturk,Harvard University,X,
62,371Q3BEXDH949UXIZPOADAZEB81ZS5,3POY5Z28G54OUWWVXVR7KIJZO3YSY0,"Conversational Search User Study (1$ per Topic, Manually Checked)",Search about a given topic and its subtopics.,"search task, session search",$1.00,Wed Feb 19 06:03:45 PST 2020,14,BatchId:3926170;OriginalHitTemplateId:928390855;,3600,1728000,Wed Feb 26 06:03:45 PST 2020,,,3U0SRXB7CD51EAHF7EICHWJZL8CRND,A2ESBX4C2Q6TQY,Approved,Wed Feb 19 06:37:01 PST 2020,Wed Feb 19 06:44:34 PST 2020,Tue Mar 10 07:44:34 PDT 2020,Tue Feb 25 14:00:29 PST 2020,,,453,100% (1/1),100% (1/1),100% (1/1),http://ec2-3-9-177-44.eu-west-2.compute.amazonaws.com/mturk,Oxygen,X,
63,371Q3BEXDH949UXIZPOADAZEB81ZS5,3POY5Z28G54OUWWVXVR7KIJZO3YSY0,"Conversational Search User Study (1$ per Topic, Manually Checked)",Search about a given topic and its subtopics.,"search task, session search",$1.00,Wed Feb 19 06:03:45 PST 2020,14,BatchId:3926170;OriginalHitTemplateId:928390855;,3600,1728000,Wed Feb 26 06:03:45 PST 2020,,,3VD82FOHKQOFQTS8QWSU7QKIDIQCON,A7SXWHGK8B40R,Submitted,Tue Feb 25 14:10:30 PST 2020,Tue Feb 25 14:13:51 PST 2020,Mon Mar 16 15:13:51 PDT 2020,,,,201,0% (0/0),0% (0/0),0% (0/0),http://ec2-3-9-177-44.eu-west-2.compute.amazonaws.com/mturk,Private schools,,X
64,371Q3BEXDH949UXIZPOADAZEB81ZS5,3POY5Z28G54OUWWVXVR7KIJZO3YSY0,"Conversational Search User Study (1$ per Topic, Manually Checked)",Search about a given topic and its subtopics.,"search task, session search",$1.00,Wed Feb 19 06:03:45 PST 2020,14,BatchId:3926170;OriginalHitTemplateId:928390855;,3600,1728000,Wed Feb 26 06:03:45 PST 2020,,,3VP0C6EFSGW2A9YV3P0ETM33KVOM6A,AOWLCXNXCSQAC,Rejected,Wed Feb 19 06:03:58 PST 2020,Wed Feb 19 06:19:56 PST 2020,Tue Mar 10 07:19:56 PDT 2020,,Tue Feb 25 12:59:00 PST 2020,he tried to cheat the system.,958,0% (0/3),0% (0/3),0% (0/3),http://ec2-3-9-177-44.eu-west-2.compute.amazonaws.com/mturk,Geology,,X
65,371Q3BEXDH949UXIZPOADAZEB81ZS5,3POY5Z28G54OUWWVXVR7KIJZO3YSY0,"Conversational Search User Study (1$ per Topic, Manually Checked)",Search about a given topic and its subtopics.,"search task, session search",$1.00,Wed Feb 19 06:03:45 PST 2020,14,BatchId:3926170;OriginalHitTemplateId:928390855;,3600,1728000,Wed Feb 26 06:03:45 PST 2020,,,3ZOTGHDK5IBVXAH4NIIUMVO0ZKJSO2,AKTWA4NBCUQMV,Submitted,Tue Feb 25 13:34:40 PST 2020,Tue Feb 25 14:05:21 PST 2020,Mon Mar 16 15:05:21 PDT 2020,,,,1841,0% (0/0),0% (0/0),0% (0/0),http://ec2-3-9-177-44.eu-west-2.compute.amazonaws.com/mturk,Black Death,X,
66,34XASH8KLQM7XVI7SJUMA3YU9KCMPV,3POY5Z28G54OUWWVXVR7KIJZO3YSY0,"Conversational Search User Study (1$ per Topic, Manually Checked)",Search about a given topic and its subtopics.,"search task, session search",$1.00,Wed Feb 19 06:03:45 PST 2020,12,BatchId:3926170;OriginalHitTemplateId:928390855;,3600,1728000,Wed Feb 26 06:03:45 PST 2020,,,30MVJZJNHMDZRKU8YZQYX42O621J9E,A354IL6K61ZWHP,Rejected,Wed Feb 19 06:05:43 PST 2020,Wed Feb 19 06:12:17 PST 2020,Tue Mar 10 07:12:17 PDT 2020,,Tue Feb 25 14:00:28 PST 2020,X,394,0% (0/1),0% (0/1),0% (0/1),http://ec2-3-9-177-44.eu-west-2.compute.amazonaws.com/mturk,Normans,,X
67,34XASH8KLQM7XVI7SJUMA3YU9KCMPV,3POY5Z28G54OUWWVXVR7KIJZO3YSY0,"Conversational Search User Study (1$ per Topic, Manually Checked)",Search about a given topic and its subtopics.,"search task, session search",$1.00,Wed Feb 19 06:03:45 PST 2020,12,BatchId:3926170;OriginalHitTemplateId:928390855;,3600,1728000,Wed Feb 26 06:03:45 PST 2020,,,333U7HK6I9FBUA7PAFV0J0LEXNGJDV,A1PTH9KTRO06EG,Approved,Wed Feb 19 06:09:11 PST 2020,Wed Feb 19 06:32:47 PST 2020,Tue Mar 10 07:32:47 PDT 2020,Tue Feb 25 14:00:30 PST 2020,,,1416,100% (10/10),100% (10/10),100% (10/10),http://ec2-3-9-177-44.eu-west-2.compute.amazonaws.com/mturk,Economic Inequality,X,
